Ano,Codigo do IBGE,Município,Sigla UF,População Total Residente,População Urbana Residente,População total atendida com abastecimento de água,População urbana atendida com rede de abastecimento de água,Atendimento da população urbana com rede de abastecimento de água,Atendimento da população total com rede de abastecimento de água,População total atendida com esgotamento sanitário,População urbana atendida com rede de esgotamento sanitário,Extensão de rede de distribuição de água,Extensão da rede pública de esgotamento sanitário,Quantidade de ligações ativas de água,Quantidade de ligações ativas de esgoto,Volume de água produzido,Volume de água tratada em ETAs,Volume de água consumido,Volume de água tratada por simples desinfecção,Volume de água tratada importado,Volume de água tratada exportado,Volume de água fluoretada,Extensão de rede de distribuição de água,Volume total de esgoto coletado,Volume total de esgoto tratado ,Volume total de esgoto bruto exportado ,Volume total de esgoto bruto importado para tratamento ,Extensão da rede pública de esgotamento sanitário,Atendimento da população urbana com rede coletora de esgoto,Esgoto tratado referido ao esgoto coletado,Perda na Distribuição de Água,Índice de Macromedição,Índice de Hidrometração,Investimento Total (prestador + município + estado),Investimento per Capita,População Rural Residente,Quantidade de domicílios totais,Quantidade de domicílios urbanos,Quantidade de domicílios rurais,Área do município,Cobertura da população total com coleta de resíduos sólidos domiciliares,Cobertura da população urbana com coleta de resíduos sólidos domiciliares,Cobertura da população rural com coleta de resíduos sólidos domiciliares,Cobertura da população urbana com coleta direta de resíduos sólidos,Cobertura da população total com coleta seletiva de resíduos sólidos,Cobertura da população urbana com coleta seletiva direta de resíduos sólidos,Incidência do transbordo de resíduos sólidos urbanos,Capacidade média utilizada dos veículos motorizados na coleta de RSU,Quantidade média de pontos de entrega voluntária (PEV) de recicláveis por mil habitantes,Massa média per capita de resíduos sólidos urbanos coletados,Massa média per capita de resíduos sólidos domiciliares coletados,Massa média per capita de resíduos de limpeza urbana coletados,Massa média per capita de resíduos domiciliares coletados na coleta seletiva,Massa média per capita de resíduos domiciliares secos e orgânicos recuperados,Desempenho da coleta seletiva,Disposição final inadequada de resíduos sólidos urbanos,Recuperação de recicláveis secos em relação à composição gravimétrica,Recuperação de recicláveis orgânicos em relação à composição gravimétrica,Recuperação de recicláveis secos e orgânicos em relação ao total coletado,Recuperação de recicláveis secos em relação ao total coletado,Recuperação de recicláveis orgânicos em relação ao total coletado
2022,3300605,Bom Jesus do Itabapoana,RJ,,,29572,,,"84,08",35010,,67,222,9043,14040,"3.852,81",3851,1687,0,0,0,0,"7,50",5400,19,5394,0,"15,02",100,"0,70","54,08",0,"94,97",0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3300704,Cabo Frio,RJ,,,209112,,,"94,13",171502,,"1.407,25","49,20",88778,88778,"19.128,70",19129,10495,0,0,0,"19.128,70","13,60",11621,11621,0,0,"0,49",100,100,"34,21",100,"98,17",22007505,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3300803,Cachoeiras de Macacu,RJ,,,51872,,,"91,09",,,"137,88",0,19290,0,"15.854,40",0,6511,"15.854,40",0,"4.348,80",0,"7,80",0,0,,,,,,"58,59",0,"2,11","3.171.076,85",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3300902,Cambuci,RJ,,,10849,,,"74,23",,,"38,43",0,4571,0,"1.031,60",938,609,"94,10","63,91",0,"702,20","7,40",0,0,,,,,,"42,79",0,"87,75","1.296.575,87",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3300936,Carapebus,RJ,,,3322,,,"23,99",10869,,"26,50",35,1133,3492,"336,52",337,191,0,0,0,0,"20,40",214,202,0,0,"9,97",100,"94,12","42,11","39,28","83,99","867.558,12",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3300951,Comendador Levy Gasparian,RJ,,,8590,,,"98,27",8569,,"45,50",27,3850,3850,"940,35",485,465,"455,52",0,0,0,"11,80",465,5,0,0,7,100,"1,13","50,53","82,95",100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3301009,Campos dos Goytacazes,RJ,,,473869,,,98,418929,,"1.892,49",1187,117062,88381,"39.139,97",39075,17137,"65,06",0,0,"39.139,96",13,11984,11984,0,0,"12,88","69,93",100,"45,96",100,"97,05","33.941.889,38",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3301108,Cantagalo,RJ,,,13748,,,"70,90",18650,,"70,58","101,36",5665,6747,0,0,1014,0,1400,0,0,"11,70",407,0,0,0,"11,39","40,15",0,"25,63",0,"88,42","2.494.611,29",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3301157,Cardoso Moreira,RJ,,,8817,,,"68,04",,,81,,3347,,"1.306,69",1307,449,0,0,0,0,"24,50",,,,,,,,"65,61",0,"89,75",0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3301207,Carmo,RJ,,,14900,,,"86,64",,,65,0,6020,0,"2.330,10",720,1683,"267,11",0,0,0,"10,60",0,0,,,,,,"26,21","28,49","3,82","440.072,96",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3301306,Casimiro de Abreu,RJ,,,46110,,,100,25452,,"150,85",61,18136,7816,"2.167,27",2167,2004,0,"2.057,80",0,"2.056,83","10,40",1051,1051,0,0,"6,93","52,45",100,"47,82","48,68","86,26","7.540.408,86",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3301405,Conceição de Macabu,RJ,,,17994,,,"85,26",20814,,"109,26","109,26",13000,10165,576,576,576,0,0,0,0,"7,40",461,0,0,0,8,80,0,0,0,0,600000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3301504,Cordeiro,RJ,,,20264,,,"97,50",2218,,80,"4,42",7718,594,"4.698,30",4258,2661,"12,30",0,1400,"3.262,10","10,80",247,247,0,0,"7,34","19,57",100,"42,33","88,61","91,13","3.870.540,06",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3301603,Duas Barras,RJ,,,7858,,,"71,57",,,"21,78",0,3450,0,"704,10",704,418,0,0,0,"54,80","5,60",0,0,,,,,,"38,83",0,"82,17","1.853.610,12",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3301702,Duque de Caxias,RJ,,,533615,,,"66,03",70587,,"1.792,79","569,58",125206,11894,"50.973,50",6370,77759,44604,"80.940,40",48198,"2.775,50","10,10",3964,1045,2919,0,"46,24","13,41",100,"39,27",0,"36,13","92.517.658,15",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3301801,Engenheiro Paulo de Frontin,RJ,,,8412,,,"68,71",11822,,73,64,2812,4710,"1.099,49",1099,423,0,0,0,0,"26,20",942,0,0,0,"12,85",100,0,"61,56",0,"98,31",225000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3301850,Guapimirim,RJ,,,46528,,,90,,,800,,9135,,3232,3232,1429,0,0,0,0,45,,,,,,,,"55,78",0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3301876,Iguaba Grande,RJ,,,27012,,,"96,75",22154,,"308,50","10,61",16354,16354,"2.889,84",2890,1484,0,0,0,"2.889,84","16,50",1941,1941,0,0,"0,56",100,100,"39,18",100,"97,82",4791998,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3301900,Itaboraí,RJ,,,67338,,,"30,03",2898,,"912,84","428,33",18433,688,"15.907,10",14565,2387,"305,20",1037,0,6174,"46,30",353,353,0,0,"613,65","14,77",100,"85,68","87,76","37,21","19.803.626,59",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3302007,Itaguaí,RJ,,,70667,,,"60,48",33995,,"560,08",100,21086,10000,"4.250,63",0,4868,"4.250,63","13.015,79",0,0,"22,70",4418,0,0,0,"8,64","90,74",0,"70,76","14,15","52,66","2.466.319,75",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3302056,Italva,RJ,,,9999,,,"71,05",10950,,99,"16,20",3575,3610,"1.777,24",1777,569,0,0,0,0,"28,50",501,0,0,0,"3,71","88,14",0,"68,01",0,"91,36",0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3302106,Itaocara,RJ,,,17394,,,"75,89",17394,,"77,63",45,7825,9000,"3.257,50",3258,1950,0,32,422,"1.860,90","9,50",1458,0,0,0,5,"95,41",0,"39,60",0,"90,90","3.916.390,59",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3302205,Itaperuna,RJ,,,91557,,,"90,61",91557,,120,405,24145,25000,"11.280,03",11280,5186,0,0,0,0,5,5000,0,0,0,"15,58","96,42",0,"54,03",0,"94,67",1682000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3302254,Itatiaia,RJ,,,29729,,,"96,19",22654,,167,70,7060,5431,"10.085,77",0,5946,0,0,0,0,"17,20",2945,1319,0,0,"12,46","49,53","44,80","41,05",0,0,"4.544.268,41",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3302270,Japeri,RJ,,,52745,,,"54,78",,,"348,40",0,14791,0,0,0,1115,0,"12.545,90",0,0,"12,20",0,0,,,,,,"90,94",0,"10,64","29.798.821,77",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3302304,Laje do Muriaé,RJ,,,5095,,,"69,45",,,22,,2184,,"674,34",674,362,0,0,0,0,"10,20",,,,,,,,"46,37",0,"99,91",0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3302403,Macaé,RJ,,,246391,,,100,246391,,"551,50",595,54490,39278,"23.963,14",23963,12931,0,0,"126,88","14.294,36","9,90",6629,5528,0,0,"15,07","51,77","83,39","25,93",0,"54,69","35.715.479,10",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3302452,Macuco,RJ,,,5415,,,100,433,,31,7,2612,145,"814,06",814,588,0,0,0,"434,73","11,70",49,49,0,0,"16,28","8,40",100,"26,09","46,60",100,"140.716,77",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3302502,Magé,RJ,,,166272,,,"72,89",12705,,"677,31",42,33922,3330,4872,1077,2279,"3.795,22",3136,0,"1.076,80","18,20",790,0,0,0,"12,59","34,66",0,"68,89",32,"19,55","25.231.680,05",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3302601,Mangaratiba,RJ,,,34320,,,"83,26",,,"387,66",,11214,,"10.398,97",0,3005,"10.398,97",0,"1.660,49",176,"34,70",,,,,,,,"67,10",0,"47,03",0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3302700,Maricá,RJ,,,114366,,,"57,97",2336,,"591,69",47,37877,667,3964,3828,3690,"135,60","5.479,20",0,2233,14,63,63,0,0,"23,33","1,71",100,"57,66","41,98","70,72","39.072.286,31",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3302809,Mendes,RJ,,,14681,,,"83,88",14681,,60,35,5404,3686,4080,4080,3160,0,0,0,0,"12,20",2500,0,0,0,"7,95","79,11",0,"22,55",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3302858,Mesquita,RJ,,,167127,,,100,22629,,"259,20","131,38",38503,4520,0,0,5620,0,"33.879,50",0,0,"8,40",735,0,735,0,"28,94","13,08",100,"83,21",0,"52,17","21.991.323,10",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3302908,Miguel Pereira,RJ,,,22924,,,"86,24",2385,,"195,57","61,14",8012,885,"2.727,24",2727,1254,0,0,"61,93","240,84",22,85,85,0,0,"16,85","7,10",100,"48,41","89,63","99,65","11.275.766,02",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3303005,Miracema,RJ,,,24558,,,"91,36",,,"68,01",0,8966,0,"3.307,60",3308,1343,0,0,0,"2.375,70","8,40",0,0,,,,,,"58,47",0,"87,18","2.940.125,62",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3303104,Natividade,RJ,,,11400,,,"75,63",14938,,41,80,4213,3300,"1.702,53",1645,797,"57,60",0,0,0,"9,60",696,326,0,0,"23,53","87,31","46,82","52,56","26,91","97,37","873.247,26",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3303203,Nilópolis,RJ,,,146774,,,100,,,"159,70",0,47826,0,0,0,6152,0,"17.299,80",0,0,"4,60",0,0,,,,,,"60,06",0,"64,22","13.999.547,25",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3303302,Niterói,RJ,,,481749,,,100,460070,,"1.318,99","820,05",90671,83592,"143,32",0,36043,"143,32","58.040,22",0,0,12,37089,37089,0,0,"9,57",100,100,"24,76",100,"89,45","32.742.924,48",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3303401,Nova Friburgo,RJ,,,166007,,,"87,40",160966,,"785,54","450,06",45843,41692,"12.470,11",12335,8064,"134,81",0,0,"12.192,45","14,90",7504,7339,0,0,"10,15","93,06","97,80","24,51",100,"99,16","24.663.940,69",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3303500,Nova Iguaçu,RJ,,,785867,,,100,228038,,"2.090,49","627,97",218090,45957,1382878,1326275,1408392,56603,"82.122,50",1382878,1326275,"8,90",9230,9230,0,0,"9,98","36,18",100,"3,29",,"30,95","304.461.645,12",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3303609,Paracambi,RJ,,,17628,,,"42,61",38380,,"111,09","92,40",5820,13112,"141,45",141,1432,0,"4.074,66",0,0,"13,60",5200,0,0,0,"6,94",100,0,"62,88",0,"57,62","348.273,62",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3303708,Paraíba do Sul,RJ,,,36856,,,"87,62",30261,,154,"120,50",12826,10471,3260,3156,2209,"87,45","95,85",0,"3.239,40","11,40",1767,0,0,0,"11,51","79,99",0,"27,26","96,66","99,60","7.036.372,04",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3303807,Paraty,RJ,,,45127,,,"99,74",4600,,660,"8,60",14177,496,"5.380,15",3483,2737,"1.566,19",0,0,"3.482,96","33,30",207,207,0,0,"11,73","7,56",100,"41,73","66,86","60,47","10.924.722,61",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3303856,Paty do Alferes,RJ,,,19505,,,"65,85",323,,"146,09","3,79",6400,107,"2.045,90",2046,1032,0,"61,93",0,"254,10","19,40",34,34,0,0,"23,22","3,32",100,"49,94","86,01","99,72","5.148.696,16",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3303906,Petrópolis,RJ,,,271379,,,"97,31",235906,,"906,64","300,75",64383,45966,"14.788,41",14253,10485,"535,11",0,0,"14.788,41","11,40",14073,11384,0,0,"5,20",100,"80,90","23,35",100,"99,98","17.210.534,93",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3303955,Pinheiral,RJ,,,21596,,,"88,88",22098,,166,50,7626,6410,"3.400,26",3400,1401,0,0,0,0,21,1250,0,0,0,"7,50","89,22",0,"58,47",0,"92,39","988.885,41",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3304003,Piraí,RJ,,,24711,,,"89,94",1822,,"238,10",7,8774,717,"165.123,04",3412,164695,"161.710,64",0,"159.244,20",161621,"25,50",661,124,0,0,"9,85","12,12","18,71","0,18","40,43","94,95","1.248.806,01",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3304102,Porciúncula,RJ,,,13263,,,"76,72",,,42,,4978,,"1.650,88",1651,815,0,0,0,0,"8,50",,,,,,,,"50,64",0,"93,28",0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3304110,Porto Real,RJ,,,18770,,,"92,13",18320,,54,52,6252,6255,"3.134,31",2940,2391,0,0,0,0,"7,90",2073,944,0,12,"7,98","86,69","45,84","18,68",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3304128,Quatis,RJ,,,12646,,,"92,43",12646,,"43,08","32,25",4134,4108,"1.882,02",1766,1409,116,0,0,0,"9,20",1128,0,0,0,"7,82",80,0,"25,11",0,"86,11",25544,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3304144,Queimados,RJ,,,113693,,,"80,91",,,"396,10",0,30135,0,0,0,3758,0,"15.109,90",0,0,"11,70",0,0,,,,,,"68,97",0,"39,77","12.342.222,75",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3304151,Quissamã,RJ,,,13964,,,"62,36",21749,,"80,21",48,5239,5885,"1.487,16",1487,895,0,0,0,0,"15,40",1780,1780,0,0,"8,16",100,100,"39,81",100,"97,61","1.013.081,91",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3304201,Resende,RJ,,,125418,,,"96,76",123429,,"524,48","437,43",39182,39549,10873,10868,7665,5,0,0,10873,"12,10",7601,5502,0,0,"10,07","99,17","72,39","21,57",100,"99,59","34.494.808,73",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3304300,Rio Bonito,RJ,,,37463,,,"66,57",45941,,"161,95",210,11268,9032,"6.129,40",5831,1413,"297,95",0,0,"4.852,90","13,30",3200,0,0,0,21,100,0,"76,30",0,"65,50","3.741.619,49",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3304409,Rio Claro,RJ,,,12675,,,"72,84",14100,,81,"22,30",4472,5619,"1.531,68",1522,785,"9,92",0,0,0,"18,10",218,0,211,0,"3,63","27,79","96,79","48,78",0,"96,85","228.740,86",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3304508,Rio das Flores,RJ,,,6544,,,"73,08",5824,,"24,80","18,36",2498,1697,"440,70",271,351,"170,08",0,0,0,"7,70",260,157,0,0,"7,35","74,11","60,36","16,13","79,68",0,233000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3304524,Rio das Ostras,RJ,,,109967,,,"70,27",41563,,"170,36",215,32252,16087,"4.030,17",3999,6897,"30,72","6.857,63","910,51",0,"4,90",2239,2239,0,0,"13,52","37,40",100,"32,46","31,27","88,31","5.476.424,94",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3304557,Rio de Janeiro,RJ,,,5827254,,,"93,82",5950288,,"16.889,05","6.878,91",1022197,924905,"67.011,09",0,406544,"5.711,09","1.008.775,83",0,"150.277,92","10,90",383345,346011,0,1651,"6,38","94,29","90,30","60,66","13,12","51,09",1067973462,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3304607,Santa Maria Madalena,RJ,,,5263,,,"51,44",5910,,"21,05",6,1700,957,"598,13",476,276,"122,59",0,0,"475,53","12,60",119,119,0,0,6,"42,87",100,"53,79",0,"98,50",0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3304706,Santo Antônio de Pádua,RJ,,,40865,,,"98,89",35500,,229,510,13920,21600,4825,4525,3578,109,0,0,4525,"11,90",3650,0,0,0,"22,94",100,0,"25,84","8,37","99,92",0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3304755,São Francisco de Itabapoana,RJ,,,22920,,,"50,87",,,"204,94",0,15484,0,"1.129,05",192,683,"937,06",0,0,"47,40","10,30",0,0,,,,,,"32,20",0,"43,39","4.186.954,02",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3304805,São Fidélis,RJ,,,30054,,,"77,14",,,86,0,10771,0,"3.385,98",3347,1918,39,0,0,0,"7,90",0,0,,,,,,"42,17","41,21","87,20","1.897.013,07",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3304904,São Gonçalo,RJ,,,863804,,,"96,33",114123,,"1.805,15","725,22",234513,16346,196983,196983,223268,0,109585,196983,0,"8,50",11759,11759,0,0,"43,42","44,74",100,"26,44",0,"42,21","102.799.291,80",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3305000,São João da Barra,RJ,,,28652,,,"78,34",36518,,252,"62,42",15225,3003,"4.133,78",1836,2427,"2.297,53",0,0,0,"16,60",2449,2449,0,0,"20,84",100,100,"41,28",0,"84,34","2.725.955,56",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3305109,São João de Meriti,RJ,,,368020,,,"83,46",418914,,"550,70",350,82169,35052,0,0,13293,0,"44.199,70",0,0,"6,10",20917,0,0,0,"8,83",100,0,"66,12",0,"52,42","18.326.281,47",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3305133,São José de Ubá,RJ,,,4279,,,"60,52",,,"15,40",0,1595,0,"336,59",337,290,0,0,0,0,"9,90",0,0,,,,,,"12,18","39,59","97,75","335.767,63",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3305158,São José do Vale do Rio Preto,RJ,,,15986,,,"72,40",16050,,90,81,5048,4060,"834,06",763,555,"70,82",0,0,0,"16,80",472,0,0,0,"17,72",85,0,"29,96",100,"99,85","297.459,81",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3305208,São Pedro da Aldeia,RJ,,,99927,,,"96,06",81955,,"748,66",67,43676,43676,"8.370,57",8371,4726,0,0,0,"8.370,57","15,20",3372,3372,0,0,"1,29","71,34",100,"31,90",100,"99,35",35030131,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3305307,São Sebastião do Alto,RJ,,,3996,,,"51,56",,,"9,99",0,1805,0,"356,40",356,228,0,43,32,"47,90","5,20",0,0,,,,,,"41,04",0,"86,26","2.211.434,77",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3305406,Sapucaia,RJ,,,13854,,,"78,14",11788,,61,"32,25",5398,3348,"1.514,31",1514,900,0,0,"42,11",0,"11,30",364,364,0,0,"9,54","42,46",100,"40,56",0,"99,67","498.689,75",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3305505,Saquarema,RJ,,,89559,,,100,65806,,"760,12","60,10",24992,14224,"1.290,50",1291,3440,0,4371,0,"420,70","25,20",2302,2302,0,0,"3,17","66,91",100,"34,30","15,73","99,03","2.819.082,54",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3305554,Seropédica,RJ,,,80596,,,100,530,,"301,11",53,31609,195,841,841,5657,0,"14.188,01",841,665,"12,10",899,133,0,0,"18,86","18,66","14,81","61,30",0,"21,24","14.087.195,75",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3305604,Silva Jardim,RJ,,,18493,,,"86,61",9871,,96,"24,30",3091,3226,0,0,563,0,683,0,0,"17,70",345,345,0,0,"6,84","61,22",100,"11,34",0,"99,89",0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3305703,Sumidouro,RJ,,,4497,,,"29,57",6500,,28,16,1641,2052,"424,48",424,330,0,0,0,0,"17,20",1000,0,0,0,"7,55",100,0,"20,69","42,51","99,88","200.500,53",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3305752,Tanguá,RJ,,,17517,,,"56,35",19996,,"82,27","83,05",4797,2839,"2.133,22",2111,327,"22,50",0,0,873,"14,40",1946,44,0,0,"19,57",100,"2,28","83,77",100,"46,70","7.976.731,89",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3305802,Teresópolis,RJ,,,165123,,,100,,,420,,44524,,"17.295,02",11965,8632,"5.330,02",0,0,"4.999,63","9,50",,,,,,,,"22,84","28,91","68,74",0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3305901,Trajano de Moraes,RJ,,,3048,,,"29,59",,,"9,17",0,1125,0,"414,22",315,200,"99,58",0,0,"174,99",8,0,0,,,,,,"50,86","35,63","99,24","169.574,91",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3306008,Três Rios,RJ,,,75905,,,"96,88",75614,,705,590,23447,20694,"10.399,34",10399,4920,0,0,0,"10.399,34","18,10",4428,664,0,0,"19,73",90,15,"52,69",100,100,177613,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3306107,Valença,RJ,,,56234,,,"82,59",20028,,150,30,18613,6530,"17.765,83",17766,7550,0,0,"0,96",0,"7,90",2000,0,0,0,"7,44","26,49",0,"40,60","6,46","87,46","128.547,21",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3306156,Varre-Sai,RJ,,,3555,,,"34,83",,,19,,1111,,"373,28",368,183,"5,24",0,0,0,"17,20",,,,,,,,"51,07",0,"99,82",0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3306206,Vassouras,RJ,,,32783,,,"96,49",22129,,177,58,10945,2626,"3.583,87",3519,2328,"65,34",0,0,0,16,683,144,0,0,"17,90","29,35","21,11","34,97",0,"98,87","826.853,82",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3306305,Volta Redonda,RJ,,,261444,,,"99,95",258711,,"1.072,96","914,03",83711,75668,"39.428,88",37122,19906,0,0,"1.535,98","37.121,66","11,80",15925,4259,0,0,"11,03","86,69","26,74","46,38","93,91","99,63",3953881,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,3300100,Angra dos Reis,RJ,171586,170023,132637,131837,92,92,48641,42435,576,576,45091,38531,17962,11310,13639,"150,43",0,0,8899,576,5935,2135,0,0,576,"28,76",,"21,63",0,100,,,6206,94695,91455,3240,"813,42",99,"99,45","87,30","94,48",0,0,0,"2.409,78",0,"1,21","1,21","0,02",0,0,,0,,,0,,
2023,3300159,Aperibé,RJ,281656,267730,265628,265320,100,"86,93",5105,5105,"66,59","28,27",4103,1896,"1.125,28",1125,590,0,"345,60",0,"1.125,28","66,59",83,83,0,0,"28,27","45,81",,"59,90","76,50","94,15",,,1457,5399,4650,749,"94,54","91,64","91,64","91,63","91,64",0,0,0,"602,23",0,"0,59","0,64",0,0,0,,0,,,0,,
2023,3300209,Araruama,RJ,6273245,6273245,5593861,5593861,100,100,97379,97379,1277,"129,72",61030,52932,"23.151,46",23151,10763,0,0,"6.045,75","23.151,46",1277,6227,6227,0,0,"129,72","74,34",,"20,03",100,"99,93",,,6457,84101,80782,3319,"638,28",94,"94,78","78,97","50,46",0,0,0,"9.572,66",0,"2,80","2,29","0,69",0,0,,0,,,0,,
2023,3300225,Areal,RJ,171586,170023,132637,131837,100,"99,42",,,32,,2764,,783,753,682,20,0,0,0,32,,,,,,,,"8,99","87,05","95,73",,,1569,5874,4798,1076,"110,72","86,93","87,06","86,04","59,95","52,08","59,95",0,"1.628,95","0,17","0,75","0,74","0,12","38,12","37,80","8,46",0,,,"7,22",,
2023,3300233,Armação dos Búzios,RJ,486562,486562,486562,486562,98,98,36377,36377,"340,76","40,12",18100,18100,"7.187,83",7188,3878,0,0,0,"7.187,83","340,76",3820,3820,0,0,"40,12",90,,"45,94",100,"99,35",,,0,27459,27459,0,"70,98",100,100,,100,0,0,0,"2.050,02",0,"2,78","1,98","0,80",0,0,,0,,,0,,
2023,3300258,Arraial do Cabo,RJ,793717,785051,785051,785051,98,98,28169,28169,"185,97","25,98",14300,14300,"3.000,51",3001,1910,0,0,0,"3.000,51","185,97",2987,2987,0,0,"25,98",90,,"27,04",100,"99,59",,,0,27218,27218,0,"152,11","96,55","96,55",,"96,55",0,0,0,"5.522,84","0,06","2,42","2,50",0,0,0,,0,,,0,,
2023,3300308,Barra do Piraí,RJ,199323,196242,153575,153575,,,68712,68712,"433,05",340,28570,22904,"8.538,64",8365,3732,"173,44",0,0,0,"433,05",2916,0,0,0,340,"73,25",,"35,47",0,43,,,2792,43361,41831,1530,"584,61","99,01","99,01","99,03","74,26",0,0,0,"1.161,43","0,03","0,71","0,72",0,0,0,,0,,,0,,
2023,3300407,Barra Mansa,RJ,905630,904970,868160,868160,"77,54","77,30",120682,120182,781,581,45517,37916,"15.290,90",15147,8989,"143,70",1531,0,"14.299,20",781,10642,53,0,0,581,"70,33",,"46,26",0,"99,79",,,1563,76044,74990,1054,"547,13",100,100,100,100,"73,33",74,0,"3.682,53",0,"0,71","0,60","0,10","6,03","5,71","2,01",0,"4,87",0,"1,63",,
2023,3300456,Belford Roxo,RJ,6273245,6273245,5593861,5593861,"95,11","95,11",32174,32174,"904,50","141,18",132442,6178,0,,26515,,"47.190,93",0,0,"904,50",2636,2636,0,5088,"141,18","6,59",,"38,80",0,"28,96",,,0,201589,201589,0,"78,99","81,98","81,98",,"81,98",0,0,0,"7.914,91",0,"1,02","0,62","0,51",0,0,,0,,,0,,
